100000,3000,"zipf3000",10,-397,1
100000,3000,"zipf3000",10,-283,1
100000,3000,"zipf3000",10,-199,1
100000,3000,"zipf3000",10,-185,1
100000,3000,"zipf3000",10,-160,1
100000,3000,"zipf3000",10,-124,1
100000,3000,"zipf3000",10,-121,1
100000,3000,"zipf3000",10,-108,1
100000,3000,"zipf3000",10,-101,1
100000,3000,"zipf3000",10,-95,1
100000,3000,"zipf3000",10,-92,1
100000,3000,"zipf3000",10,-83,1
100000,3000,"zipf3000",10,-72,1
100000,3000,"zipf3000",10,-71,1
100000,3000,"zipf3000",10,-67,1
100000,3000,"zipf3000",10,-63,1
100000,3000,"zipf3000",10,-62,1
100000,3000,"zipf3000",10,-60,1
100000,3000,"zipf3000",10,-59,1
100000,3000,"zipf3000",10,-54,1
100000,3000,"zipf3000",10,-50,2
100000,3000,"zipf3000",10,-46,1
100000,3000,"zipf3000",10,-42,2
100000,3000,"zipf3000",10,-40,2
100000,3000,"zipf3000",10,-39,2
100000,3000,"zipf3000",10,-37,1
100000,3000,"zipf3000",10,-36,1
100000,3000,"zipf3000",10,-35,2
100000,3000,"zipf3000",10,-34,1
100000,3000,"zipf3000",10,-33,1
100000,3000,"zipf3000",10,-32,1
100000,3000,"zipf3000",10,-31,2
100000,3000,"zipf3000",10,-30,1
100000,3000,"zipf3000",10,-29,1
100000,3000,"zipf3000",10,-28,2
100000,3000,"zipf3000",10,-26,2
100000,3000,"zipf3000",10,-25,3
100000,3000,"zipf3000",10,-24,3
100000,3000,"zipf3000",10,-23,2
100000,3000,"zipf3000",10,-22,4
100000,3000,"zipf3000",10,-21,4
100000,3000,"zipf3000",10,-20,3
100000,3000,"zipf3000",10,-19,3
100000,3000,"zipf3000",10,-18,4
100000,3000,"zipf3000",10,-17,4
100000,3000,"zipf3000",10,-16,2
100000,3000,"zipf3000",10,-15,5
100000,3000,"zipf3000",10,-14,10
100000,3000,"zipf3000",10,-13,10
100000,3000,"zipf3000",10,-12,12
100000,3000,"zipf3000",10,-11,8
100000,3000,"zipf3000",10,-10,12
100000,3000,"zipf3000",10,-9,15
100000,3000,"zipf3000",10,-8,32
100000,3000,"zipf3000",10,-7,28
100000,3000,"zipf3000",10,-6,36
100000,3000,"zipf3000",10,-5,52
100000,3000,"zipf3000",10,-4,93
100000,3000,"zipf3000",10,-3,162
100000,3000,"zipf3000",10,-2,324
100000,3000,"zipf3000",10,-1,357
100000,3000,"zipf3000",10,0,478
100000,3000,"zipf3000",10,1,556
100000,3000,"zipf3000",10,2,267
100000,3000,"zipf3000",10,3,158
100000,3000,"zipf3000",10,4,61
100000,3000,"zipf3000",10,5,54
100000,3000,"zipf3000",10,6,20
100000,3000,"zipf3000",10,7,22
100000,3000,"zipf3000",10,8,23
100000,3000,"zipf3000",10,9,18
100000,3000,"zipf3000",10,10,7
100000,3000,"zipf3000",10,11,7
100000,3000,"zipf3000",10,12,7
100000,3000,"zipf3000",10,13,6
100000,3000,"zipf3000",10,14,9
100000,3000,"zipf3000",10,15,7
100000,3000,"zipf3000",10,16,7
100000,3000,"zipf3000",10,17,2
100000,3000,"zipf3000",10,18,2
100000,3000,"zipf3000",10,19,3
100000,3000,"zipf3000",10,20,1
100000,3000,"zipf3000",10,21,3
100000,3000,"zipf3000",10,22,2
100000,3000,"zipf3000",10,23,2
100000,3000,"zipf3000",10,24,2
100000,3000,"zipf3000",10,25,3
100000,3000,"zipf3000",10,26,3
100000,3000,"zipf3000",10,27,3
100000,3000,"zipf3000",10,28,1
100000,3000,"zipf3000",10,29,2
100000,3000,"zipf3000",10,31,1
100000,3000,"zipf3000",10,32,1
100000,3000,"zipf3000",10,33,1
100000,3000,"zipf3000",10,35,1
100000,3000,"zipf3000",10,37,2
100000,3000,"zipf3000",10,38,1
100000,3000,"zipf3000",10,39,2
100000,3000,"zipf3000",10,40,1
100000,3000,"zipf3000",10,42,1
100000,3000,"zipf3000",10,44,1
100000,3000,"zipf3000",10,45,2
100000,3000,"zipf3000",10,47,1
100000,3000,"zipf3000",10,49,1
100000,3000,"zipf3000",10,51,1
100000,3000,"zipf3000",10,57,2
100000,3000,"zipf3000",10,63,1
100000,3000,"zipf3000",10,68,1
100000,3000,"zipf3000",10,73,1
100000,3000,"zipf3000",10,77,1
100000,3000,"zipf3000",10,78,1
100000,3000,"zipf3000",10,83,1
100000,3000,"zipf3000",10,95,1
100000,3000,"zipf3000",10,98,1
100000,3000,"zipf3000",10,111,1
100000,3000,"zipf3000",10,128,1
100000,3000,"zipf3000",10,143,1
100000,3000,"zipf3000",10,150,1
100000,3000,"zipf3000",10,197,1
